0.000000e+00	0.000000e+00
1.052632e+00	0.000000e+00
2.105263e+00	0.000000e+00
3.157895e+00	0.000000e+00
4.210526e+00	0.000000e+00
5.263158e+00	0.000000e+00
6.315789e+00	0.000000e+00
7.368421e+00	0.000000e+00
8.421053e+00	0.000000e+00
9.473684e+00	0.000000e+00
1.052632e+01	1.000000e+00
1.157895e+01	1.000000e+00
1.263158e+01	5.000000e+00
1.368421e+01	6.000000e+00
1.473684e+01	1.200000e+01
1.578947e+01	1.400000e+01
1.684211e+01	1.000000e+01
1.789474e+01	1.300000e+01
1.894737e+01	1.900000e+01
2.000000e+01	3.000000e+01
2.105263e+01	2.000000e+01
2.210526e+01	1.800000e+01
2.315789e+01	2.100000e+01
2.421053e+01	2.000000e+01
2.526316e+01	1.300000e+01
2.631579e+01	1.700000e+01
2.736842e+01	1.700000e+01
2.842105e+01	1.600000e+01
2.947368e+01	8.000000e+00
3.052632e+01	8.000000e+00
3.157895e+01	1.000000e+01
3.263158e+01	1.000000e+01
3.368421e+01	1.100000e+01
3.473684e+01	1.700000e+01
3.578947e+01	1.500000e+01
3.684211e+01	9.000000e+00
3.789474e+01	1.400000e+01
3.894737e+01	1.000000e+01
4.000000e+01	1.000000e+01
4.105263e+01	1.300000e+01
4.210526e+01	1.400000e+01
4.315789e+01	1.200000e+01
4.421053e+01	1.800000e+01
4.526316e+01	1.800000e+01
4.631579e+01	1.000000e+01
4.736842e+01	1.900000e+01
4.842105e+01	1.400000e+01
4.947368e+01	1.000000e+01
5.052632e+01	1.800000e+01
5.157895e+01	1.700000e+01
5.263158e+01	1.800000e+01
5.368421e+01	1.400000e+01
5.473684e+01	8.000000e+00
5.578947e+01	7.000000e+00
5.684211e+01	7.000000e+00
5.789474e+01	1.200000e+01
5.894737e+01	8.000000e+00
6.000000e+01	1.500000e+01
6.105263e+01	1.000000e+01
6.210526e+01	8.000000e+00
6.315789e+01	1.300000e+01
6.421053e+01	1.300000e+01
6.526316e+01	1.500000e+01
6.631579e+01	1.500000e+01
6.736842e+01	7.000000e+00
6.842105e+01	7.000000e+00
6.947368e+01	6.000000e+00
7.052632e+01	9.000000e+00
7.157895e+01	1.500000e+01
7.263158e+01	1.100000e+01
7.368421e+01	9.000000e+00
7.473684e+01	9.000000e+00
7.578947e+01	5.000000e+00
7.684211e+01	8.000000e+00
7.789474e+01	8.000000e+00
7.894737e+01	8.000000e+00
8.000000e+01	1.200000e+01
8.105263e+01	7.000000e+00
8.210526e+01	3.000000e+00
8.315789e+01	1.000000e+01
8.421053e+01	6.000000e+00
8.526316e+01	4.000000e+00
8.631579e+01	9.000000e+00
8.736842e+01	5.000000e+00
8.842105e+01	5.000000e+00
8.947368e+01	7.000000e+00
9.052632e+01	5.000000e+00
9.157895e+01	5.000000e+00
9.263158e+01	5.000000e+00
9.368421e+01	6.000000e+00
9.473684e+01	6.000000e+00
9.578947e+01	4.000000e+00
9.684211e+01	5.000000e+00
9.789474e+01	7.000000e+00
9.894737e+01	4.000000e+00
