# Approximate muon data file - taken from PDG - units Energy and Arb Freq.

1000 0.003
1200 0.004
1400 0.0045
1600 0.005
1800 0.008
2000 0.009
2500 0.012
3000 0.014
4000 0.02
5000 0.03
7000 0.04
8500 0.045
10000 0.05
12000 0.07
15000 0.06
20000 0.055
30000 0.05
50000 0.045
70000 0.042
100000 0.04
120000 0.038
150000 0.36
250000 0.032
400000 0.028
500000 0.023
800000 0.018
1000000 0.013

