INSTITUTE  (1USALAS,2GERJUL)
REFERENCE  (J,NSE,112,78,1992)
AUTHOR     (W.B.AMIAN,R.C.BYRD,C.A.GOULDING,M.M.MEIER,G.L.MORGAN,
           C.E.MOSS,D.A.CLARK)
TITLE      Differential Neutron Production Cross Sections for
            800-MeV Protons
FACILITY   (MESON) WNR at LAMPF.
METHOD     (TOF) Neutron energy determined by time-of-flight.
DETECTOR   (SCIN) Cylindrical plastic scintillators at 3 energy
            biases.  Efficiency calibrated relative to 7Li(p,n)7Be
            reaction.
           Proton beam monitored using secondary electron monitor.
ANALYSIS   Data averaged over bins widths. Neutron energy given
            midpoint of bin.  The resolution given is the bin
            width.
CORRECTION Corrected for
           . live time,
           . background,
           . beam attenuation,
           . detector efficiency and solid angle.
ERR-ANALYS (DATA-ERR) Uncertainties include statitical uncertainty
            and uncertainty in background and shadow-bar
            corrections.
STATUS     Data received by email, R. Byrd, 10 September 1998.
           (APRVD) Approved with corrections, R. Byrd, 21 May 1999
HISTORY    (19980911C)
           (19990601A) Data units corrected.
120.        2.5000E+01 2.0000E+00 8.1880E-05 1.0900E-06
120.        2.7000E+01 2.0000E+00 7.3270E-05 1.0090E-06
120.        2.9000E+01 2.0000E+00 6.7500E-05 9.5960E-07
120.        3.1000E+01 2.0000E+00 6.3550E-05 9.2320E-07
120.        3.3000E+01 2.0000E+00 5.5930E-05 8.4970E-07
120.        3.5000E+01 2.0000E+00 5.0150E-05 8.1180E-07
120.        3.7000E+01 2.0000E+00 4.5960E-05 7.6420E-07
120.        3.9000E+01 2.0000E+00 4.3580E-05 7.2360E-07
120.        4.1000E+01 2.0000E+00 4.0000E-05 7.0260E-07
120.        4.3000E+01 2.0000E+00 3.6510E-05 6.7920E-07
120.        4.5000E+01 2.0000E+00 3.4150E-05 6.5350E-07
120.        4.7000E+01 2.0000E+00 3.1360E-05 6.4810E-07
120.        4.9000E+01 2.0000E+00 2.9580E-05 6.2060E-07
120.        5.2500E+01 5.0000E+00 2.6790E-05 3.7800E-07
120.        5.7500E+01 5.0000E+00 2.4280E-05 3.6940E-07
120.        6.2500E+01 5.0000E+00 2.0940E-05 3.5060E-07
120.        6.7500E+01 5.0000E+00 1.8140E-05 3.3460E-07
120.        7.2500E+01 5.0000E+00 1.6120E-05 3.2250E-07
120.        7.7500E+01 5.0000E+00 1.4630E-05 3.0920E-07
120.        8.2500E+01 5.0000E+00 1.2190E-05 2.9360E-07
120.        8.7500E+01 5.0000E+00 1.0770E-05 2.7990E-07
120.        9.2500E+01 5.0000E+00 8.9660E-06 2.5930E-07
120.        9.7500E+01 5.0000E+00 7.8520E-06 2.4260E-07
120.        1.0750E+02 1.0000E+01 6.8530E-06 1.5820E-07
120.        1.1500E+02 1.0000E+01 4.7860E-06 1.3460E-07
120.        1.2500E+02 1.0000E+01 3.6760E-06 1.1790E-07
120.        1.3500E+02 1.0000E+01 2.7480E-06 1.0140E-07
120.        1.4500E+02 1.0000E+01 2.0000E-06 8.8120E-08
120.        1.5500E+02 1.0000E+01 1.5560E-06 8.3570E-08
120.        1.6500E+02 1.0000E+01 1.0980E-06 6.7240E-08
120.        1.7500E+02 1.0000E+01 7.4390E-07 5.8050E-08
120.        1.8500E+02 1.0000E+01 5.5990E-07 5.2050E-08
120.        1.9500E+02 1.0000E+01 4.3790E-07 4.7830E-08
120.        2.1000E+02 2.0000E+01 2.4380E-07 2.5850E-08
120.        2.3000E+02 2.0000E+01 1.2380E-07 2.1080E-08
120.        2.5000E+02 2.0000E+01 5.3770E-08 1.6690E-08
120.        2.7000E+02 2.0000E+01 2.3210E-08 1.7940E-08
150.        5.2500E-01 5.0000E-01 3.3010E-03 0.0
150.        5.2500E-01 5.0000E-01 3.3010E-03 3.8180E-05
150.        5.7500E-01 5.0000E-01 3.6050E-03 3.3340E-05
150.        6.2500E-01 5.0000E-01 3.5110E-03 3.1110E-05
150.        6.7500E-01 5.0000E-01 3.5670E-03 2.9050E-05
150.        7.2500E-01 5.0000E-01 3.7890E-03 2.8370E-05
150.        7.7500E-01 5.0000E-01 3.9100E-03 2.7990E-05
150.        8.2500E-01 5.0000E-01 3.7950E-03 2.7160E-05
150.        8.7500E-01 5.0000E-01 3.7800E-03 2.6940E-05
150.        9.2500E-01 5.0000E-01 4.0140E-03 2.8450E-05
150.        9.7500E-01 5.0000E-01 3.5670E-03 2.7180E-05
150.        1.0750E+00 1.0000E-01 3.2680E-03 1.7690E-05
150.        1.1500E+00 1.0000E-01 3.1040E-03 1.6400E-05
150.        1.2500E+00 1.0000E-01 3.0300E-03 1.5960E-05
150.        1.3500E+00 1.0000E-01 2.6390E-03 1.5170E-05
150.        1.4500E+00 1.0000E-01 2.5730E-03 1.4510E-05
150.        1.5500E+00 1.0000E-01 2.4400E-03 1.4290E-05
150.        1.6500E+00 1.0000E-01 2.3470E-03 1.3830E-05
150.        1.7500E+00 1.0000E-01 2.1320E-03 1.3270E-05
150.        1.8500E+00 1.0000E-01 2.1250E-03 1.3430E-05
150.        1.9500E+00 1.0000E-01 2.0490E-03 1.3250E-05
150.        2.1000E+00 2.0000E-01 1.7900E-03 8.6300E-06
150.        2.3000E+00 2.0000E-01 1.8010E-03 9.2110E-06
150.        2.5000E+00 2.0000E-01 1.7830E-03 9.5750E-06
150.        2.7000E+00 2.0000E-01 1.4680E-03 8.5320E-06
150.        2.9000E+00 2.0000E-01 1.3260E-03 8.5530E-06
150.        3.1000E+00 2.0000E-01 1.2020E-03 8.1950E-06
150.        3.3000E+00 2.0000E-01 1.0210E-03 7.4460E-06
150.        3.5000E+00 2.0000E-01 9.1340E-04 6.9710E-06
150.        3.7000E+00 2.0000E-01 8.7280E-04 6.9650E-06
150.        3.9000E+00 2.0000E-01 7.7960E-04 6.4860E-06
150.        4.1000E+00 2.0000E-01 7.6490E-04 6.5740E-06
150.        4.3000E+00 2.0000E-01 7.2920E-04 6.5730E-06
150.        4.5000E+00 2.0000E-01 6.7860E-04 6.2170E-06
150.        4.7000E+00 2.0000E-01 6.7470E-04 6.2810E-06
150.        4.9000E+00 2.0000E-01 6.4540E-04 6.1590E-06
150.        5.2500E+00 5.0000E-01 5.6040E-04 3.6140E-06
150.        5.7500E+00 5.0000E-01 5.2320E-04 3.6910E-06
150.        6.2500E+00 5.0000E-01 4.4430E-04 3.2590E-06
150.        6.7500E+00 5.0000E-01 4.0190E-04 3.1490E-06
150.        7.2500E+00 5.0000E-01 3.6280E-04 2.9870E-06
150.        7.7500E+00 5.0000E-01 3.3850E-04 2.8990E-06
150.        8.2500E+00 5.0000E-01 3.0660E-04 2.7750E-06
150.        8.7500E+00 5.0000E-01 2.7350E-04 2.6110E-06
150.        9.2500E+00 5.0000E-01 2.7100E-04 2.5510E-06
150.        9.7500E+00 5.0000E-01 2.5040E-04 2.5180E-06
150.        1.0750E+01 1.0000E+00 2.2090E-04 1.6650E-06
150.        1.1500E+01 1.0000E+00 1.9520E-04 1.5710E-06
150.        1.2500E+01 1.0000E+00 1.7260E-04 1.5310E-06
150.        1.3500E+01 1.0000E+00 1.5360E-04 1.4510E-06
150.        1.4500E+01 1.0000E+00 1.3690E-04 1.3960E-06
150.        1.5500E+01 1.0000E+00 1.2480E-04 1.3390E-06
150.        1.6500E+01 1.0000E+00 1.1610E-04 1.3180E-06
150.        1.7500E+01 1.0000E+00 1.0590E-04 1.2760E-06
150.        1.8500E+01 1.0000E+00 9.8070E-05 1.2380E-06
150.        1.9500E+01 1.0000E+00 8.8190E-05 1.1870E-06
150.        2.1000E+01 2.0000E+00 7.3380E-05 1.2670E-06
150.        2.3000E+01 2.0000E+00 6.0340E-05 1.1650E-06
150.        2.5000E+01 2.0000E+00 5.1660E-05 1.0400E-06
150.        2.7000E+01 2.0000E+00 4.4980E-05 9.7200E-07
150.        2.9000E+01 2.0000E+00 4.1310E-05 9.0140E-07
150.        3.1000E+01 2.0000E+00 3.6540E-05 8.5750E-07
150.        3.3000E+01 2.0000E+00 3.2450E-05 8.0490E-07
150.        3.5000E+01 2.0000E+00 2.8910E-05 7.5380E-07
150.        3.7000E+01 2.0000E+00 2.6850E-05 7.2140E-07
150.        3.9000E+01 2.0000E+00 2.5910E-05 7.0580E-07
150.        4.1000E+01 2.0000E+00 2.1670E-05 6.4720E-07
150.        4.3000E+01 2.0000E+00 2.1100E-05 6.4000E-07
150.        4.5000E+01 2.0000E+00 1.9390E-05 6.3440E-07
150.        4.7000E+01 2.0000E+00 1.8550E-05 6.1270E-07
150.        4.9000E+01 2.0000E+00 1.7190E-05 5.9770E-07
150.        5.2500E+01 5.0000E+00 1.5970E-05 3.6310E-07
150.        5.7500E+01 5.0000E+00 1.4220E-05 3.5010E-07
150.        6.2500E+01 5.0000E+00 1.2000E-05 3.3330E-07
150.        6.7500E+01 5.0000E+00 1.0090E-05 3.1540E-07
150.        7.2500E+01 5.0000E+00 9.5160E-06 3.1610E-07
150.        7.7500E+01 5.0000E+00 8.0810E-06 2.9040E-07
150.        8.2500E+01 5.0000E+00 7.4230E-06 2.8820E-07
150.        8.7500E+01 5.0000E+00 6.0090E-06 2.5660E-07
150.        9.2500E+01 5.0000E+00 5.1890E-06 2.4420E-07
150.        9.7500E+01 5.0000E+00 4.6520E-06 2.3780E-07
150.        1.0750E+02 1.0000E+01 3.4150E-06 1.4170E-07
150.        1.1500E+02 1.0000E+01 2.5030E-06 1.2270E-07
150.        1.2500E+02 1.0000E+01 1.7280E-06 1.1030E-07
150.        1.3500E+02 1.0000E+01 1.3820E-06 9.5710E-08
150.        1.4500E+02 1.0000E+01 8.6930E-07 8.0180E-08
150.        1.5500E+02 1.0000E+01 7.0780E-07 7.3890E-08
150.        1.6500E+02 1.0000E+01 4.1590E-07 6.1340E-08
150.        1.7500E+02 1.0000E+01 2.8640E-07 5.4580E-08
150.        1.8500E+02 1.0000E+01 1.8970E-07 4.9110E-08
150.        1.9500E+02 1.0000E+01 1.0520E-07 4.2290E-08
150.        2.1000E+02 2.0000E+01 8.3080E-08 2.8470E-08
150.        0.0        2.0000E+01 8.3080E-08 2.8470E-08
ENDDATA            407          0
