0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 47.403
0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 1.022
0 19.477
0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 45.0896
0 44.4336
0 19.477
0 45.0896
0 44.4336
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 19.477
0 45.0896
0 19.477
0 45.0896
0 19.477
0 45.0896
0 19.477
0 45.0896
0 19.477
0 45.0896
0 19.477
0 45.0896
0 19.477
0 45.0896
0 19.477
0 45.0896
0 19.477
0 45.0896
0 19.477
0 45.0896
0 44.4336
0 47.403
