Collection name='THashList', class='THashList', size=4
 TKey Name = Event_1, Title = object title, Cycle = 1
 TKey Name = Event_2, Title = object title, Cycle = 1
 TKey Name = Event_3, Title = object title, Cycle = 1
 TKey Name = Event_4, Title = object title, Cycle = 1
  trackID: 48  chamberNb: 4  energy deposit[MeV]: 0.000653815  position[mm]: (210.078,-413.436,1696.11)
  trackID: 48  chamberNb: 4  energy deposit[MeV]: 0.0079644  position[mm]: (202.198,-408.742,1709.48)
  trackID: 48  chamberNb: 4  energy deposit[MeV]: 0.0150269  position[mm]: (161.924,-393.066,1741.16)
  trackID: 48  chamberNb: 4  energy deposit[MeV]: 0.0223548  position[mm]: (148.497,-395.447,1790.08)
  trackID: 48  chamberNb: 4  energy deposit[MeV]: 0.00604341  position[mm]: (137.952,-391.89,1800)
  trackID: 120  chamberNb: 4  energy deposit[MeV]: 0.00314794  position[mm]: (148.608,-395.193,1790.14)
  trackID: 120  chamberNb: 4  energy deposit[MeV]: 0.00244502  position[mm]: (148.587,-395.048,1790.12)
  trackID: 120  chamberNb: 4  energy deposit[MeV]: 0.0070155  position[mm]: (148.634,-395.031,1790.06)
  trackID: 138  chamberNb: 4  energy deposit[MeV]: 0.00238779  position[mm]: (148.574,-395.043,1790.11)
  trackID: 137  chamberNb: 4  energy deposit[MeV]: 0.00141187  position[mm]: (148.615,-395.193,1790.14)
  trackID: 119  chamberNb: 4  energy deposit[MeV]: 0.00208173  position[mm]: (161.913,-393.061,1741.15)
  trackID: 118  chamberNb: 4  energy deposit[MeV]: 0.00193249  position[mm]: (202.207,-408.735,1709.49)
  trackID: 117  chamberNb: 4  energy deposit[MeV]: 0.00592057  position[mm]: (210.104,-413.481,1696.15)
  trackID: 116  chamberNb: 4  energy deposit[MeV]: 0.00360648  position[mm]: (212.455,-413.957,1691.51)
  trackID: 115  chamberNb: 4  energy deposit[MeV]: 0.00139193  position[mm]: (262.665,-400.763,1662.61)
  trackID: 114  chamberNb: 4  energy deposit[MeV]: 0.000145508  position[mm]: (289.784,-400.086,1621.13)
  trackID: 114  chamberNb: 4  energy deposit[MeV]: 0.0028711  position[mm]: (289.801,-400.074,1621.13)
  trackID: 103  chamberNb: 3  energy deposit[MeV]: 0.00257927  position[mm]: (579.094,110.745,996.781)
  trackID: 102  chamberNb: 3  energy deposit[MeV]: 0.0015231  position[mm]: (582.74,125.892,985.585)
  trackID: 101  chamberNb: 3  energy deposit[MeV]: 0.00174557  position[mm]: (594.252,162.144,968.761)
  trackID: 100  chamberNb: 3  energy deposit[MeV]: 0.00193147  position[mm]: (601.386,181.452,944.999)
  trackID: 99  chamberNb: 3  energy deposit[MeV]: 0.00493432  position[mm]: (639.45,253.987,828.305)
  trackID: 38  chamberNb: 2  energy deposit[MeV]: 0.00220737  position[mm]: (522.595,212.745,160.041)
  trackID: 37  chamberNb: 2  energy deposit[MeV]: 0.00154153  position[mm]: (494.76,202.11,30.5467)
  trackID: 36  chamberNb: 2  energy deposit[MeV]: 0.00489488  position[mm]: (493.218,201.482,23.4796)
  trackID: 35  chamberNb: 2  energy deposit[MeV]: 0.00380744  position[mm]: (342.628,140.699,9.15973)
  trackID: 35  chamberNb: 2  energy deposit[MeV]: 0.0218307  position[mm]: (332.703,145.39,58.4443)
  trackID: 35  chamberNb: 2  energy deposit[MeV]: 0.0341087  position[mm]: (340.894,141.677,121.397)
  trackID: 35  chamberNb: 2  energy deposit[MeV]: 0.00149147  position[mm]: (340.006,141.578,125.481)
  trackID: 35  chamberNb: 2  energy deposit[MeV]: 0.009335  position[mm]: (342.962,148.586,148.374)
  trackID: 35  chamberNb: 2  energy deposit[MeV]: 0.0193473  position[mm]: (367.414,133.12,169.166)
  trackID: 35  chamberNb: 2  energy deposit[MeV]: 0.0074516  position[mm]: (365.294,124.531,183.046)
  trackID: 35  chamberNb: 2  energy deposit[MeV]: 0.0131982  position[mm]: (357.273,104.539,200)
  trackID: 35  chamberNb: 3  energy deposit[MeV]: 1.6825e-05  position[mm]: (696.237,-708.072,800.447)
  trackID: 35  chamberNb: 3  energy deposit[MeV]: 0.00456337  position[mm]: (697.396,-709.502,801.863)
  trackID: 35  chamberNb: 3  energy deposit[MeV]: 0.00123951  position[mm]: (698.893,-707.849,801.437)
  trackID: 35  chamberNb: 3  energy deposit[MeV]: 0.0041263  position[mm]: (700.582,-709.306,801.663)
  trackID: 35  chamberNb: 3  energy deposit[MeV]: 0.00057361  position[mm]: (700.809,-709.576,801.668)
  trackID: 35  chamberNb: 3  energy deposit[MeV]: 0.00162291  position[mm]: (701.412,-710.11,800.482)
  trackID: 35  chamberNb: 3  energy deposit[MeV]: 0.00101313  position[mm]: (701.36,-710.312,800)
  trackID: 173  chamberNb: 3  energy deposit[MeV]: 0.00167264  position[mm]: (701.402,-710.112,800.484)
  trackID: 172  chamberNb: 3  energy deposit[MeV]: 0.00211554  position[mm]: (700.805,-709.587,801.677)
  trackID: 171  chamberNb: 3  energy deposit[MeV]: 0.00253676  position[mm]: (696.242,-708.055,800.448)
  trackID: 151  chamberNb: 2  energy deposit[MeV]: 0.00160006  position[mm]: (365.284,124.534,183.045)
  trackID: 150  chamberNb: 2  energy deposit[MeV]: 0.00178988  position[mm]: (367.425,133.121,169.17)
  trackID: 149  chamberNb: 2  energy deposit[MeV]: 0.00843532  position[mm]: (342.776,148.615,148.501)
  trackID: 149  chamberNb: 2  energy deposit[MeV]: 0.00564592  position[mm]: (342.801,148.644,148.544)
  trackID: 148  chamberNb: 2  energy deposit[MeV]: 0.00204589  position[mm]: (340.019,141.573,125.482)
  trackID: 147  chamberNb: 2  energy deposit[MeV]: 0.00644317  position[mm]: (340.856,141.733,121.403)
  trackID: 146  chamberNb: 2  energy deposit[MeV]: 0.00327984  position[mm]: (332.723,145.373,58.4427)
  trackID: 145  chamberNb: 2  energy deposit[MeV]: 0.0019628  position[mm]: (342.617,140.697,9.16547)
  trackID: 31  chamberNb: 1  energy deposit[MeV]: 0.00139878  position[mm]: (361.491,150.395,-610.215)
  trackID: 30  chamberNb: 1  energy deposit[MeV]: 0.00216042  position[mm]: (347.573,144.985,-677.142)
  trackID: 30  chamberNb: 1  energy deposit[MeV]: 0.00294654  position[mm]: (347.571,145.026,-677.12)
  trackID: 178  chamberNb: 1  energy deposit[MeV]: 0.00138424  position[mm]: (347.561,145.004,-677.123)
  trackID: 177  chamberNb: 1  energy deposit[MeV]: 0.00212937  position[mm]: (347.563,144.988,-677.151)
  trackID: 29  chamberNb: 1  energy deposit[MeV]: 0.00510231  position[mm]: (336.636,140.893,-725.178)
  trackID: 29  chamberNb: 1  energy deposit[MeV]: 0.00795138  position[mm]: (336.201,140.436,-725.033)
  trackID: 29  chamberNb: 1  energy deposit[MeV]: 0.00559503  position[mm]: (336.415,140.719,-724.919)
  trackID: 29  chamberNb: 1  energy deposit[MeV]: 0.000135541  position[mm]: (336.386,140.649,-724.834)
  trackID: 29  chamberNb: 1  energy deposit[MeV]: 0.00951857  position[mm]: (336.46,140.556,-724.805)
  trackID: 180  chamberNb: 1  energy deposit[MeV]: 0.00421974  position[mm]: (336.357,140.628,-724.823)
  trackID: 179  chamberNb: 1  energy deposit[MeV]: 0.00288822  position[mm]: (336.629,140.905,-725.16)
  trackID: 28  chamberNb: 1  energy deposit[MeV]: 0.00686552  position[mm]: (329.317,137.959,-764.114)
  trackID: 28  chamberNb: 1  energy deposit[MeV]: 0.0068795  position[mm]: (329.348,138.023,-764.088)
  trackID: 181  chamberNb: 1  energy deposit[MeV]: 0.00149513  position[mm]: (329.314,137.964,-764.122)
  trackID: 25  chamberNb: 0  energy deposit[MeV]: 0.00147288  position[mm]: (193.387,81.297,-1430.51)
  trackID: 24  chamberNb: 0  energy deposit[MeV]: 0.00771436  position[mm]: (176.299,74.2281,-1516.97)
  trackID: 23  chamberNb: 0  energy deposit[MeV]: 0.00326573  position[mm]: (175.27,73.7532,-1521.98)
  trackID: 22  chamberNb: 0  energy deposit[MeV]: 0.00682199  position[mm]: (174.786,73.5989,-1523.91)
  trackID: 21  chamberNb: 0  energy deposit[MeV]: 0.00169934  position[mm]: (166.338,70.0977,-1566.7)
  trackID: 20  chamberNb: 0  energy deposit[MeV]: 0.00211535  position[mm]: (164.468,69.311,-1576.17)
Collection: Event_4
Number of hits: 79
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.00576357  position[mm]: (-0.406019,-158.893,-1576.5)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.00194195  position[mm]: (-0.418313,-159.761,-1571.93)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.000919499  position[mm]: (-0.424446,-160.217,-1569.54)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.0105479  position[mm]: (-0.516674,-168.047,-1528.43)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.00044393  position[mm]: (-0.513702,-168.652,-1525.27)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.0131864  position[mm]: (-0.476281,-175.338,-1490.37)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.0129577  position[mm]: (-0.487116,-178.809,-1472.32)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.00255107  position[mm]: (-0.488276,-180.306,-1464.59)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.0144514  position[mm]: (-0.482573,-185.135,-1439.83)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.00919137  position[mm]: (-0.486712,-190.397,-1412.91)
  trackID: 1  chamberNb: 0  energy deposit[MeV]: 0.00339717  position[mm]: (-0.491133,-192.911,-1400)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.0138457  position[mm]: (-0.0787733,-317.268,-768.472)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.0161274  position[mm]: (0.0875425,-326.544,-721.814)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.00593427  position[mm]: (0.149814,-328.904,-709.847)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.00172201  position[mm]: (0.21763,-331.037,-699.031)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.0142715  position[mm]: (0.612337,-340.984,-648.54)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.00208787  position[mm]: (0.630376,-341.484,-645.985)
  trackID: 1  chamberNb: 1  energy deposit[MeV]: 0.0171147  position[mm]: (0.962582,-350.51,-600)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.0238554  position[mm]: (7.44712,-479.556,58.6684)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.0350845  position[mm]: (8.1332,-493.599,131.742)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.00738863  position[mm]: (8.33877,-498.874,159.713)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.000269707  position[mm]: (8.3571,-499.345,162.205)
  trackID: 1  chamberNb: 2  energy deposit[MeV]: 0.0165765  position[mm]: (8.60236,-506.46,200)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.00498511  position[mm]: (12.3089,-620.161,813.339)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.0246936  position[mm]: (12.5776,-630.137,867.46)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.00153918  position[mm]: (12.6043,-631.23,873.365)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.0146124  position[mm]: (12.7499,-637.439,906.996)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.0105304  position[mm]: (12.8286,-640.823,925.544)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.00891569  position[mm]: (12.9982,-646.933,959.379)
  trackID: 1  chamberNb: 3  energy deposit[MeV]: 0.0163635  position[mm]: (13.2323,-654.278,1000)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.0027088  position[mm]: (18.13,-764.657,1608.62)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.00764809  position[mm]: (18.2543,-767.918,1626.32)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.00514986  position[mm]: (18.3467,-770.425,1639.8)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.021132  position[mm]: (18.6232,-776.971,1674.93)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.0206978  position[mm]: (15.2602,-790.6,1743.95)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.0147799  position[mm]: (11.7363,-800.42,1792.65)
  trackID: 1  chamberNb: 4  energy deposit[MeV]: 0.00399334  position[mm]: (11.2424,-801.905,1800)
  trackID: 75  chamberNb: 4  energy deposit[MeV]: 0.00141686  position[mm]: (11.7412,-800.427,1792.65)
  trackID: 74  chamberNb: 4  energy deposit[MeV]: 0.00393516  position[mm]: (15.2695,-790.633,1743.95)
  trackID: 73  chamberNb: 4  energy deposit[MeV]: 0.00217896  position[mm]: (18.6182,-776.985,1674.93)
  trackID: 72  chamberNb: 4  energy deposit[MeV]: 0.00146015  position[mm]: (18.3558,-770.423,1639.8)
  trackID: 71  chamberNb: 4  energy deposit[MeV]: 0.00319613  position[mm]: (18.2663,-767.94,1626.32)
  trackID: 70  chamberNb: 4  energy deposit[MeV]: 0.00165278  position[mm]: (18.1251,-764.667,1608.62)
  trackID: 63  chamberNb: 3  energy deposit[MeV]: 0.00186112  position[mm]: (12.9868,-646.938,959.378)
  trackID: 62  chamberNb: 3  energy deposit[MeV]: 0.00251513  position[mm]: (12.5861,-631.228,873.366)
  trackID: 61  chamberNb: 3  energy deposit[MeV]: 0.00786451  position[mm]: (12.666,-630.117,867.472)
  trackID: 60  chamberNb: 3  energy deposit[MeV]: 0.00291536  position[mm]: (12.2889,-620.151,813.343)
  trackID: 54  chamberNb: 2  energy deposit[MeV]: 0.00707215  position[mm]: (8.64872,-499.657,162.209)
  trackID: 54  chamberNb: 2  energy deposit[MeV]: 0.0011809  position[mm]: (8.78601,-499.58,162.179)
  trackID: 54  chamberNb: 2  energy deposit[MeV]: 0.00663627  position[mm]: (8.76877,-499.543,162.12)
  trackID: 94  chamberNb: 2  energy deposit[MeV]: 0.00635389  position[mm]: (8.85096,-499.568,162.167)
  trackID: 53  chamberNb: 2  energy deposit[MeV]: 0.00151042  position[mm]: (8.34394,-498.866,159.715)
  trackID: 52  chamberNb: 2  energy deposit[MeV]: 0.00345238  position[mm]: (8.16136,-493.599,131.744)
  trackID: 51  chamberNb: 2  energy deposit[MeV]: 0.00149614  position[mm]: (7.43769,-479.558,58.6685)
  trackID: 42  chamberNb: 1  energy deposit[MeV]: 0.00123546  position[mm]: (0.520694,-341.431,-645.961)
  trackID: 42  chamberNb: 1  energy deposit[MeV]: 0.00526212  position[mm]: (0.511979,-341.384,-645.943)
  trackID: 96  chamberNb: 1  energy deposit[MeV]: 0.000218099  position[mm]: (0.529867,-341.421,-645.981)
  trackID: 96  chamberNb: 1  energy deposit[MeV]: 0.00154903  position[mm]: (0.527803,-341.419,-645.991)
  trackID: 97  chamberNb: 1  energy deposit[MeV]: 0.00139238  position[mm]: (0.526947,-341.43,-645.983)
  trackID: 41  chamberNb: 1  energy deposit[MeV]: 0.00624901  position[mm]: (0.567221,-341.032,-648.544)
  trackID: 40  chamberNb: 1  energy deposit[MeV]: 0.00547507  position[mm]: (0.167079,-331.019,-699.022)
  trackID: 39  chamberNb: 1  energy deposit[MeV]: 0.0030843  position[mm]: (0.14925,-328.948,-709.852)
  trackID: 39  chamberNb: 1  energy deposit[MeV]: 0.0016761  position[mm]: (0.152012,-328.943,-709.862)
  trackID: 38  chamberNb: 1  energy deposit[MeV]: 0.00703972  position[mm]: (0.0231345,-326.588,-721.815)
  trackID: 37  chamberNb: 1  energy deposit[MeV]: 0.00165187  position[mm]: (-0.0702874,-317.274,-768.473)
  trackID: 27  chamberNb: 0  energy deposit[MeV]: 7.25823e-05  position[mm]: (-0.480538,-190.382,-1412.91)
  trackID: 27  chamberNb: 0  energy deposit[MeV]: 0.00205713  position[mm]: (-0.491922,-190.379,-1412.91)
  trackID: 99  chamberNb: 0  energy deposit[MeV]: 0.00164505  position[mm]: (-0.476508,-190.373,-1412.91)
  trackID: 26  chamberNb: 0  energy deposit[MeV]: 0.00453993  position[mm]: (-0.462697,-185.17,-1439.84)
  trackID: 25  chamberNb: 0  energy deposit[MeV]: 0.00653509  position[mm]: (-0.424429,-180.28,-1464.58)
  trackID: 24  chamberNb: 0  energy deposit[MeV]: 0.0014902  position[mm]: (-0.4829,-178.818,-1472.32)
  trackID: 23  chamberNb: 0  energy deposit[MeV]: 0.00507133  position[mm]: (-0.558078,-175.333,-1490.37)
  trackID: 23  chamberNb: 0  energy deposit[MeV]: 0.00225146  position[mm]: (-0.54259,-175.335,-1490.37)
  trackID: 22  chamberNb: 0  energy deposit[MeV]: 0.00203585  position[mm]: (-0.524149,-168.644,-1525.26)
  trackID: 21  chamberNb: 0  energy deposit[MeV]: 0.00624151  position[mm]: (-0.388364,-168.103,-1528.42)
  trackID: 21  chamberNb: 0  energy deposit[MeV]: 0.00415169  position[mm]: (-0.403941,-168.08,-1528.4)
  trackID: 20  chamberNb: 0  energy deposit[MeV]: 0.00162632  position[mm]: (-0.42035,-160.227,-1569.54)
  trackID: 19  chamberNb: 0  energy deposit[MeV]: 0.00475801  position[mm]: (-0.462401,-159.762,-1571.93)
  trackID: 18  chamberNb: 0  energy deposit[MeV]: 0.00221018  position[mm]: (-0.40658,-158.878,-1576.49)
