0	8.62376	41.4269	214	0.0636988	0.330824	0.94154	0.866999	22	11	175
1	20.1597	35.8967	214	0.092625	0.164209	0.982067	1.32	22	11	397
2	57.2655	6.55595	214	0.677038	-0.0868016	0.730811	1.02628	22	11	806
3	56.8978	1.36211	214	0.516173	-0.465026	0.719247	0.890147	22	11	855
4	72.5788	92.6918	214	0.591505	0.573284	0.566982	0.667413	11	11	855
5	-1.2653	21.8828	214	0.0495857	0.0536902	0.997326	1.45695	22	11	944
6	-34.3148	39.4014	214	-0.180496	0.337669	0.923797	2.22644	22	11	1164
7	-173.131	-65.0655	214	-0.733856	-0.333929	0.591562	3.72865	22	11	1174
8	13.3228	-75.7148	214	0.0725209	-0.33416	0.939722	1.62362	22	11	1493
9	9.49135	-115.579	216	-0.27813	-0.366862	-0.887725	0.197716	22	11	1493
10	36.4858	121.147	214	0.235607	0.664806	0.708888	0.415252	22	11	1516
11	-98.3266	-38.1217	214	-0.595894	-0.27448	0.754699	0.556461	22	11	1616
12	-20.6897	-34.373	214	-0.345262	-0.496151	0.796636	1.07966	22	11	2018
13	45.4104	71.719	214	0.279838	0.56897	0.773281	0.784593	22	11	2107
14	-36.9235	57.7315	214	-0.16303	0.257636	0.952389	2.3124	22	11	2165
15	34.8561	-10.6093	214	0.256318	-0.111792	0.960106	1.99239	22	11	2176
16	-82.0779	69.3143	214	-0.487937	0.640542	0.592978	1.23486	22	11	2203
17	-97.3042	98.6667	216	-0.283994	0.835516	-0.470383	0.509325	22	11	2203
18	-36.0838	-19.4938	214	-0.164505	-0.0901342	0.982249	4.88127	22	11	2467
19	-62.9154	-86.9591	214	-0.315668	-0.430943	0.845365	1.99658	22	11	3119
20	135.574	-34.6901	214	0.695427	-0.0691072	0.715266	0.668262	22	11	3423
21	-13.5128	8.34401	214	-0.17063	-0.0824569	0.981879	0.526794	22	11	3846
22	8.41343	-1.8845	214	0.0394367	-0.00874467	0.999184	3.30092	22	11	3932
23	-101.179	92.5275	214	-0.552863	0.443073	0.705712	1.08675	22	11	3997
24	-27.7583	2.57012	214	-0.128925	0.0117519	0.991585	3.19762	22	11	4086
25	60.053	110.753	214	0.37431	0.540677	0.753366	1.15507	22	11	4182
26	21.6305	-92.6366	214	0.0924522	-0.395204	0.913929	3.62716	22	11	4794
27	-34.1694	-110.514	214	-0.185969	-0.64537	0.740887	0.510999	22	11	4860
28	-95.5823	-33.7821	214	-0.480272	0.0166	0.876962	0.921868	22	11	4992
29	2.96119	60.4217	214	0.0655265	0.491237	0.868558	1.15236	22	11	5302
30	8.59678	75.2878	216	0.30875	0.459518	-0.832777	0.253825	22	11	5302
31	24.5887	-3.53415	214	0.284183	-0.502006	0.816841	0.504114	22	11	5793
32	-5.95212	9.10015	216	-0.667993	0.534657	-0.517617	0.174732	22	11	5793
33	-38.0507	46.5024	214	-0.0956456	0.351536	0.931276	2.44115	22	11	5809
34	19.2382	26.7123	214	-0.00495564	0.477878	0.878412	0.613749	22	11	5911
35	-166.975	166.906	214	-0.6009	0.647657	0.468465	0.463412	22	11	5983
36	-22.843	72.9103	214	0.0408515	0.723479	0.689136	1.36471	22	11	6166
37	-48.8431	115.205	216	-0.127383	-0.634802	-0.762102	0.213513	22	11	6166
38	31.9946	20.8743	214	0.0323965	0.516429	0.855717	1.75285	11	11	6610
39	-7.2401	-8.39062	214	-0.0318552	-0.0407986	0.998659	4.4754	22	11	6708
40	-84.2239	-20.6832	214	-0.430118	-0.0771773	0.899468	1.88355	22	11	6784
41	41.3429	5.18728	214	0.189718	0.0246453	0.981529	5.1395	22	11	6909
42	-63.5839	103.452	214	-0.385063	0.554571	0.737684	0.508196	22	11	7070
43	-25.9799	24.957	214	-0.570997	0.152751	0.806616	0.510999	22	11	7191
44	109.244	-93.709	214	0.436902	-0.213231	0.87387	0.538921	22	11	7477
45	-5.94587	-83.9047	214	-0.229037	-0.772903	0.591746	0.785861	22	11	7638
46	-132.158	1.09302	214	-0.526136	0.00440919	0.850389	2.87097	22	11	7755
47	6.12341	16.5729	214	0.0281443	0.0757232	0.996732	1.81514	22	11	7815
48	-1.13202	-52.7459	214	-0.0118014	-0.709994	0.704108	0.244323	22	11	8090
49	18.2295	101.763	214	0.0780532	0.428644	0.900095	2.50968	22	11	8108
50	34.5362	8.51713	214	0.186544	-0.0132945	0.982357	2.69288	22	11	8205
51	-9.33626	2.79825	214	-0.196057	0.0689184	0.978168	2.99275	22	11	8311
52	-8.9691	-11.2491	214	-0.0806345	-0.023781	0.99646	2.69181	22	11	8398
53	49.4116	65.6164	214	0.335793	0.387386	0.858589	0.977784	22	11	8419
54	73.908	26.2554	214	0.359251	0.183682	0.914986	2.54692	22	11	8505
55	-59.3628	9.10016	214	-0.436335	0.193907	0.878642	1.01189	22	11	8784
56	18.9035	-15.0743	214	0.449146	-0.275662	0.84987	0.28506	22	11	9110
57	-27.1936	152.56	214	-0.0739928	0.786695	0.612892	0.772256	22	11	9203
58	84.4857	76.4011	214	0.126561	0.334111	0.933998	2.37647	22	11	9332
59	7.52551	-0.707929	214	0.0373374	-0.00362836	0.999296	0.985782	22	11	9421
60	26.5276	25.1749	214	-0.0791364	0.452342	0.888327	0.334753	22	11	9431
61	176.392	40.2817	216	0.672691	-0.315452	-0.669311	0.191537	22	11	9431
62	9.69731	56.559	214	0.0853758	0.290051	0.953195	1.05412	22	11	9481
63	79.5482	31.2803	214	0.578438	0.25975	0.773265	1.074	22	11	10442
64	-4.78279	41.598	214	-0.005492	0.189739	0.981819	5.43234	22	11	10448
65	102.545	-28.3731	214	0.429348	-0.118445	0.895338	1.51564	22	11	10750
66	-132.471	69.5041	214	-0.785441	0.427981	0.447118	0.538153	22	11	10827
67	182.826	71.6653	214	0.776016	0.22715	0.588389	0.348572	22	11	10945
68	-53.6547	159.33	214	-0.273906	0.772739	0.572582	0.611425	22	11	11015
69	-134.084	-150.939	214	-0.588157	-0.623005	0.51569	0.551976	22	11	11015
70	38.3567	-70.6601	214	0.413734	-0.435335	0.799567	0.283546	22	11	11015
71	39.7761	-81.348	216	-0.380012	-0.457872	-0.803706	0.15311	22	11	11015
72	54.5212	-77.4506	214	0.334038	-0.486951	0.80703	0.308236	22	11	11015
73	5.34785	11.61	214	0.0232622	0.0539737	0.998271	2.9142	22	11	11215
74	-57.9116	45.0555	214	-0.484853	0.496805	0.719793	0.449638	22	11	11707
75	7.48718	-0.959997	214	0.0350217	-0.00444189	0.999377	1.45462	22	11	11714
76	-11.6376	-101.321	214	-0.00214154	-0.601949	0.798532	0.993334	22	11	12178
77	-79.1398	54.2649	214	-0.473956	0.299374	0.828094	0.709052	22	11	12229
78	-128.137	169.323	214	-0.614774	0.745434	0.257646	0.509501	22	11	12248
79	44.0934	-27.4808	214	0.25062	-0.148869	0.956571	3.87846	22	11	12276
80	-67.6822	-162.783	214	-0.272316	-0.78231	0.56021	0.843286	22	11	12499
81	-24.6095	30.5856	214	-0.111054	0.111138	0.987581	0.299983	22	11	12525
82	104.68	-185.541	214	0.441646	-0.713501	0.543935	0.624378	22	11	12805
83	-153.38	9.50329	214	-0.879109	0.130117	0.458516	0.568845	22	11	12812
84	30.43	25.3483	214	0.140044	0.117517	0.983147	1.5263	22	11	12844
85	109.373	-61.7219	214	0.640144	-0.361259	0.678017	0.510999	22	11	12932
86	163.284	-152.876	214	0.469447	-0.524447	0.710335	1.97372	22	11	13029
87	-19.446	117.777	214	-0.144769	0.690988	0.708221	0.551789	22	11	13116
88	-6.37376	5.81873	214	-0.0314073	0.0266693	0.999151	1.0655	22	11	13202
89	50.7864	-52.6109	214	0.225104	-0.232689	0.946141	2.64202	22	11	13215
