ENTRY            C0170   19990601
SUBENT        C0170001   19990601
BIB                 12         27
INSTITUTE  (1USALAS,2GERJUL)
REFERENCE  (J,NSE,112,78,1992)
AUTHOR     (W.B.AMIAN,R.C.BYRD,C.A.GOULDING,M.M.MEIER,G.L.MORGAN,
           C.E.MOSS,D.A.CLARK)
TITLE      Differential Neutron Production Cross Sections for
            800-MeV Protons
FACILITY   (MESON) WNR at LAMPF.
METHOD     (TOF) Neutron energy determined by time-of-flight.
DETECTOR   (SCIN) Cylindrical plastic scintillators at 3 energy
            biases.  Efficiency calibrated relative to 7Li(p,n)7Be
            reaction.
           Proton beam monitored using secondary electron monitor.
ANALYSIS   Data averaged over bins widths. Neutron energy given
            midpoint of bin.  The resolution given is the bin
            width.
CORRECTION Corrected for
           . live time,
           . background,
           . beam attenuation,
           . detector efficiency and solid angle.
ERR-ANALYS (DATA-ERR) Uncertainties include statitical uncertainty
            and uncertainty in background and shadow-bar
            corrections.
STATUS     Data received by email, R. Byrd, 10 September 1998.
           (APRVD) Approved with corrections, R. Byrd, 21 May 1999
150.        2.5000E+00 2.0000E-01 4.8720E-03 3.9820E-05
150.        2.7000E+00 2.0000E-01 4.3530E-03 3.7030E-05
150.        2.9000E+00 2.0000E-01 4.1670E-03 3.7700E-05
150.        3.1000E+00 2.0000E-01 3.9280E-03 3.6570E-05
150.        3.3000E+00 2.0000E-01 3.4210E-03 3.3740E-05
150.        3.5000E+00 2.0000E-01 3.1270E-03 3.2000E-05
150.        3.7000E+00 2.0000E-01 2.9930E-03 3.1910E-05
150.        3.9000E+00 2.0000E-01 2.7590E-03 3.0140E-05
150.        4.1000E+00 2.0000E-01 2.6860E-03 3.0500E-05
150.        4.3000E+00 2.0000E-01 2.5910E-03 3.0620E-05
150.        4.5000E+00 2.0000E-01 2.4860E-03 2.9440E-05
150.        4.7000E+00 2.0000E-01 2.4320E-03 2.9410E-05
150.        4.9000E+00 2.0000E-01 2.3440E-03 2.8850E-05
150.        5.2500E+00 5.0000E-01 2.0240E-03 1.6930E-05
150.        5.7500E+00 5.0000E-01 1.9230E-03 1.7150E-05
150.        6.2500E+00 5.0000E-01 1.5690E-03 1.5160E-05
150.        6.7500E+00 5.0000E-01 1.3990E-03 1.4330E-05
150.        7.2500E+00 5.0000E-01 1.2590E-03 1.3730E-05
150.        7.7500E+00 5.0000E-01 1.1570E-03 1.3190E-05
150.        8.2500E+00 5.0000E-01 1.0630E-03 1.2590E-05
150.        8.7500E+00 5.0000E-01 9.4150E-04 1.1870E-05
150.        9.2500E+00 5.0000E-01 9.0840E-04 1.1550E-05
150.        9.7500E+00 5.0000E-01 8.1840E-04 1.1280E-05
150.        1.0750E+01 1.0000E+00 7.1500E-04 7.3770E-06
150.        1.1500E+01 1.0000E+00 6.5480E-04 7.1430E-06
150.        1.2500E+01 1.0000E+00 5.6920E-04 6.7180E-06
150.        1.3500E+01 1.0000E+00 5.0580E-04 6.4550E-06
150.        1.4500E+01 1.0000E+00 4.6160E-04 6.2280E-06
150.        1.5500E+01 1.0000E+00 4.3170E-04 6.1090E-06
150.        1.6500E+01 1.0000E+00 3.9100E-04 5.8640E-06
150.        1.7500E+01 1.0000E+00 3.6140E-04 5.7290E-06
150.        1.8500E+01 1.0000E+00 3.3760E-04 5.6520E-06
150.        1.9500E+01 1.0000E+00 3.1210E-04 5.5260E-06
150.        2.1000E+01 2.0000E+00 2.6890E-04 6.8580E-06
150.        2.3000E+01 2.0000E+00 2.3280E-04 6.3530E-06
150.        2.5000E+01 2.0000E+00 1.9110E-04 5.6280E-06
150.        2.7000E+01 2.0000E+00 1.7290E-04 5.2380E-06
150.        2.9000E+01 2.0000E+00 1.6820E-04 5.1780E-06
150.        3.1000E+01 2.0000E+00 1.4910E-04 4.8040E-06
150.        3.3000E+01 2.0000E+00 1.4310E-04 4.6930E-06
150.        3.5000E+01 2.0000E+00 1.1930E-04 4.2650E-06
150.        3.7000E+01 2.0000E+00 1.0880E-04 4.0710E-06
150.        3.9000E+01 2.0000E+00 1.1280E-04 4.1300E-06
150.        4.1000E+01 2.0000E+00 9.9890E-05 3.8580E-06
150.        4.3000E+01 2.0000E+00 9.4290E-05 3.7820E-06
150.        4.5000E+01 2.0000E+00 8.4650E-05 3.6410E-06
150.        4.7000E+01 2.0000E+00 8.3610E-05 3.5910E-06
150.        4.9000E+01 2.0000E+00 7.5260E-05 3.4690E-06
150.        5.2500E+01 5.0000E+00 7.1670E-05 2.1550E-06
150.        5.7500E+01 5.0000E+00 6.4290E-05 2.1000E-06
150.        6.2500E+01 5.0000E+00 5.8980E-05 2.0610E-06
150.        6.7500E+01 5.0000E+00 5.1860E-05 1.9550E-06
150.        7.2500E+01 5.0000E+00 4.6710E-05 1.8980E-06
150.        7.7500E+01 5.0000E+00 3.9660E-05 1.7650E-06
150.        8.2500E+01 5.0000E+00 3.4990E-05 1.6990E-06
150.        8.7500E+01 5.0000E+00 2.9570E-05 1.5770E-06
150.        9.2500E+01 5.0000E+00 2.5330E-05 1.4750E-06
150.        9.7500E+01 5.0000E+00 2.0340E-05 1.3520E-06
150.        1.0750E+02 1.0000E+01 1.9040E-05 9.2220E-07
150.        1.1500E+02 1.0000E+01 1.3190E-05 7.9320E-07
150.        1.2500E+02 1.0000E+01 9.4150E-06 6.6750E-07
150.        1.3500E+02 1.0000E+01 6.6990E-06 5.6480E-07
150.        1.4500E+02 1.0000E+01 5.4760E-06 5.6370E-07
150.        1.5500E+02 1.0000E+01 3.8030E-06 4.5290E-07
150.        1.6500E+02 1.0000E+01 1.9750E-06 3.5650E-07
150.        1.7500E+02 1.0000E+01 1.4910E-06 3.2550E-07
150.        1.8500E+02 1.0000E+01 1.5020E-06 3.2270E-07
150.        1.9500E+02 1.0000E+01 9.7910E-07 2.6190E-07
150.        2.1000E+02 2.0000E+01 7.2270E-07 1.6920E-07
150.        2.3000E+02 2.0000E+01 3.1230E-07 1.2080E-07
150.        0.0 2.0000E+01 3.1230E-07 1.2080E-07
ENDDATA            408          0
ENDSUBENT          416          0
