  63.2        20         310         25
  91.8        20         340         27
 137          20         320         26
 186          20         360         29
 244          20         310         25
 308          20         310         25
 376          20         290         23
 444          20         270         22
 500          20         240         19
 523          20         240         19
 554          20         290         23
 609          20         480         38
 673          20         870         70
 706          20         600         48
 747          20         290         23
 768          20         160         13
